player,role,amount,team,year,player_origin,amount_log,amount_scaled,year_scaled,role_encoded,team_encoded,origin_encoded,amount_normalized
Dishant Yagnik,Wicket Keeper,3000000,Rajasthan Royals,2014,Indian,14.914123179965662,-0.7575631193760233,-1.319982884325854,18055555.555555556,17672500.0,14959009.74025974,0.2568851167581414
Dominic Drakes,All-Rounder,11000000,Gujarat Titans,2022,Overseas,16.213405921671733,0.18500320067314602,1.381247912712276,19833904.10958904,23625000.0,26280014.124293786,0.5606925698386154
Domnic Joseph Muthuswamy,Bowler,7500000,Delhi Daredevils,2015,Overseas,15.830413711839864,-0.09283898582023083,-0.9823290346960878,18284883.720930234,20617647.05882353,26280014.124293786,0.47113863051213967
Dushmanta Chameera,Bowler,20000000,Lucknow Super Giants,2022,Overseas,16.811242881518265,0.6187047847425251,1.381247912712276,18284883.720930234,29611111.111111112,26280014.124293786,0.7004830236776747
Dushmantha Chameera,Bowler,5000000,Rajasthan Royals,2018,Overseas,15.424948670398354,-0.386984116631616,0.030632514193211002,18284883.720930234,17672500.0,26280014.124293786,0.3763299352224885
Dwaine Pretorius,All-Rounder,5000000,Chennai Super Kings,2022,Overseas,15.424948670398354,-0.386984116631616,1.381247912712276,19833904.10958904,17787650.60240964,26280014.124293786,0.3763299352224885
Dwayne Bravo,All-Rounder,64000000,Chennai Super Kings,2018,Overseas,17.974393656948944,1.4625139964468499,0.030632514193211002,19833904.10958904,17787650.60240964,26280014.124293786,0.972459140414331
Dwayne Bravo,All-Rounder,44000000,Chennai Super Kings,2022,Overseas,17.599700214609808,1.1906921614023789,1.381247912712276,19833904.10958904,17787650.60240964,26280014.124293786,0.8848456774251026
Dwayne Smith,Batsman,45000000,Chennai Super Kings,2014,Overseas,17.622173069956816,1.2069951229406908,-1.319982884325854,19669590.643274855,17787650.60240964,26280014.124293786,0.8901004389387164
Dwayne Smith,All-Rounder,23000000,Gujarat Lions,2016,Overseas,16.951004817371683,0.7200952591417501,-0.6446751850663216,19833904.10958904,6833333.333333333,26280014.124293786,0.7331631451064169
Eklavya Dwivedi,Wicket Keeper,1000000,Chennai Super Kings,2015,Indian,13.815511557963774,-1.5545523200128677,-0.9823290346960878,18055555.555555556,17787650.60240964,14959009.74025974,0.0
Eklavya Dwivedi,Wicket Keeper,10000000,Gujarat Lions,2016,Indian,16.118095750958314,0.11586031591917634,-0.6446751850663216,18055555.555555556,6833333.333333333,14959009.74025974,0.5384064736044065
Eklavya Dwivedi,Wicket Keeper,7500000,Sunrisers Hyderabad,2017,Indian,15.830413711839864,-0.09283898582023083,-0.3070213354365553,18055555.555555556,19513392.85714286,14959009.74025974,0.47113863051213967
Eoin Morgan,Batsman,15000000,Sunrisers Hyderabad,2015,Overseas,16.52356082573315,0.4100054709122649,-0.9823290346960878,19669590.643274855,19513392.85714286,26280014.124293786,0.633215176688291
Eoin Morgan,Batsman,20000000,Kings XI Punjab,2017,Overseas,16.811242881518265,0.6187047847425251,-0.3070213354365553,19669590.643274855,21982142.85714286,26280014.124293786,0.7004830236776747
Eoin Morgan,Batsman,52500000,Kolkata Knight Riders,2020,Overseas,17.77632374660947,1.318823927681678,0.7059402134527436,19669590.643274855,18454439.25233645,26280014.124293786,0.9261450372091287
Evin Lewis,Batsman,38000000,Mumbai Indians,2018,Overseas,17.453096744006448,1.084338486903787,0.030632514193211002,19669590.643274855,16299065.420560747,26280014.124293786,0.8505658200952948
Evin Lewis,Batsman,20000000,Lucknow Super Giants,2022,Overseas,16.811242881518265,0.6187047847425251,1.381247912712276,19669590.643274855,29611111.111111112,26280014.124293786,0.7004830236776747
Fabian Allen,All-Rounder,5000000,Sunrisers Hyderabad,2020,Overseas,15.424948670398354,-0.386984116631616,0.7059402134527436,19833904.10958904,19513392.85714286,26280014.124293786,0.3763299352224885
Fabian Allen,All-Rounder,7500000,Punjab Kings,2021,Overseas,15.830413711839864,-0.09283898582023083,1.0435940630825098,19833904.10958904,26921875.0,26280014.124293786,0.47113863051213967
Fabian Allen,All-Rounder,7500000,Mumbai Indians,2022,Overseas,15.830413711839864,-0.09283898582023083,1.381247912712276,19833904.10958904,16299065.420560747,26280014.124293786,0.47113863051213967
Faf Du Plessis,Batsman,47500000,Chennai Super Kings,2014,Overseas,17.6762402900575,1.2462182566357272,-1.319982884325854,19669590.643274855,17787650.60240964,26280014.124293786,0.9027428176194046
Faf Du Plessis,Batsman,16000000,Chennai Super Kings,2018,Overseas,16.588099342704055,0.4568250202605616,0.030632514193211002,19669590.643274855,17787650.60240964,26280014.124293786,0.6483060278457349
Faf Du Plessis,Batsman,70000000,Royal Challengers Bangalore,2022,Overseas,18.064005814299346,1.5275232501482614,1.381247912712276,19669590.643274855,19848913.04347826,26280014.124293786,0.9934128869821675
Farhaan Behardien,All-Rounder,3000000,Kings XI Punjab,2016,Overseas,14.914123179965662,-0.7575631193760233,-0.6446751850663216,19833904.10958904,21982142.85714286,26280014.124293786,0.2568851167581414
Fazalhaq Farooqi,Bowler,5000000,Sunrisers Hyderabad,2022,Overseas,15.424948670398354,-0.386984116631616,1.381247912712276,18284883.720930234,19513392.85714286,26280014.124293786,0.3763299352224885
Fidel Edwards,Bowler,15750000,Rajasthan Royals,2013,Overseas,16.572350986727976,0.44540035535682715,-1.6576367339556204,18284883.720930234,17672500.0,26280014.124293786,0.6446236361955426
Finn Allen,Batsman,8000000,Royal Challengers Bangalore,2022,Overseas,15.894952224644102,-0.04601943949464804,1.381247912712276,19669590.643274855,19848913.04347826,26280014.124293786,0.48622948069530425
Gautam Gambhir,Batsman,28000000,Delhi Daredevils,2018,Indian,17.147715103853763,0.8627989870476326,0.030632514193211002,19669590.643274855,20617647.05882353,14959009.74025974,0.7791593314733487
George Bailey,Batsman,32500000,Kings XI Punjab,2014,Overseas,17.296750678069195,0.9709170342097135,-1.319982884325854,19669590.643274855,21982142.85714286,26280014.124293786,0.8140078804206881
Glenn Maxwell,All-Rounder,72000000,Mumbai Indians,2013,Overseas,18.09217669086922,1.5479598484410695,-1.6576367339556204,19833904.10958904,16299065.420560747,26280014.124293786,1.0000000000000004
Glenn Maxwell,All-Rounder,60000000,Kings XI Punjab,2014,Overseas,17.909855136853043,1.4156944448315214,-1.319982884325854,19833904.10958904,21982142.85714286,26280014.124293786,0.9573682885261783
Glenn Maxwell,All-Rounder,72000000,Delhi Daredevils,2018,Overseas,18.09217669086922,1.5479598484410695,0.030632514193211002,19833904.10958904,20617647.05882353,26280014.124293786,1.0000000000000004
Glenn Maxwell,All-Rounder,72000000,Kings XI Punjab,2020,Overseas,18.09217669086922,1.5479598484410695,0.7059402134527436,19833904.10958904,21982142.85714286,26280014.124293786,1.0000000000000004
Glenn Maxwell,All-Rounder,72000000,Royal Challengers Bangalore,2021,Overseas,18.09217669086922,1.5479598484410695,1.0435940630825098,19833904.10958904,19848913.04347826,26280014.124293786,1.0000000000000004
Glenn Phillips,Wicket Keeper,15000000,Sunrisers Hyderabad,2022,Overseas,16.52356082573315,0.4100054709122649,1.381247912712276,18055555.555555556,19513392.85714286,26280014.124293786,0.633215176688291
Gurinder Sandhu,Bowler,17000000,Delhi Daredevils,2015,Indian,16.648723960844016,0.5008052267162681,-0.9823290346960878,18284883.720930234,20617647.05882353,14959009.74025974,0.6624817035780954
Gurkeerat Singh Mann,All-Rounder,5000000,Gujarat Titans,2022,Indian,15.424948670398354,-0.386984116631616,1.381247912712276,19833904.10958904,23625000.0,14959009.74025974,0.3763299352224885
Gurkeerat Singh Mann,All-Rounder,7500000,Delhi Daredevils,2018,Indian,15.830413711839864,-0.09283898582023083,0.030632514193211002,19833904.10958904,20617647.05882353,14959009.74025974,0.47113863051213967
Gurkeerat Singh Mann,All-Rounder,5000000,Royal Challengers Bangalore,2019,Indian,15.424948670398354,-0.386984116631616,0.3682863638229773,19833904.10958904,19848913.04347826,14959009.74025974,0.3763299352224885
Gurkeerat Singh Mann,Batsman,13000000,Kings XI Punjab,2014,Indian,16.380459992348886,0.30619278904606645,-1.319982884325854,19669590.643274855,21982142.85714286,14959009.74025974,0.5997543306933077
Hanuma Vihari,Batsman,1000000,Sunrisers Hyderabad,2015,Indian,13.815511557963774,-1.5545523200128677,-0.9823290346960878,19669590.643274855,19513392.85714286,14959009.74025974,0.0
Hanuma Vihari,Batsman,20000000,Delhi Capitals,2019,Indian,16.811242881518265,0.6187047847425251,0.3682863638229773,19669590.643274855,19826086.95652174,14959009.74025974,0.7004830236776747
Harbhajan Singh,Bowler,20000000,Chennai Super Kings,2018,Indian,16.811242881518265,0.6187047847425251,0.030632514193211002,18284883.720930234,17787650.60240964,14959009.74025974,0.7004830236776747
Harbhajan Singh,Bowler,20000000,Kolkata Knight Riders,2021,Indian,16.811242881518265,0.6187047847425251,1.0435940630825098,18284883.720930234,18454439.25233645,14959009.74025974,0.7004830236776747
Hardik Pandya,All-Rounder,1000000,Mumbai Indians,2015,Indian,13.815511557963774,-1.5545523200128677,-0.9823290346960878,19833904.10958904,16299065.420560747,14959009.74025974,0.0
Hardus Viljoen,Bowler,7500000,Kings XI Punjab,2019,Overseas,15.830413711839864,-0.09283898582023083,0.3682863638229773,18284883.720930234,21982142.85714286,26280014.124293786,0.47113863051213967
Harpreet Brar,All-Rounder,2000000,Kings XI Punjab,2019,Indian,14.508658238524095,-1.0517081776423227,0.3682863638229773,19833904.10958904,21982142.85714286,14959009.74025974,0.162076444851182
Harpreet Brar,All-Rounder,38000000,Punjab Kings,2022,Indian,17.453096744006448,1.084338486903787,1.381247912712276,19833904.10958904,26921875.0,14959009.74025974,0.8505658200952948
Harry Gurney,Bowler,7500000,Kolkata Knight Riders,2019,Overseas,15.830413711839864,-0.09283898582023083,0.3682863638229773,18284883.720930234,18454439.25233645,26280014.124293786,0.47113863051213967
Harshal Patel,Bowler,4000000,Royal Challengers Bangalore,2014,Indian,15.201805169084134,-0.5488638539091648,-1.319982884325854,18284883.720930234,19848913.04347826,14959009.74025974,0.3241529481590604
Harshal Patel,All-Rounder,2000000,Delhi Daredevils,2018,Indian,14.508658238524095,-1.0517081776423227,0.030632514193211002,19833904.10958904,20617647.05882353,14959009.74025974,0.162076444851182
Harshal Patel,All-Rounder,72000000,Royal Challengers Bangalore,2022,Indian,18.09217669086922,1.5479598484410695,1.381247912712276,19833904.10958904,19848913.04347826,14959009.74025974,1.0000000000000004
Heinrich Klaasen,Wicket Keeper,5000000,Royal Challengers Bangalore,2019,Overseas,15.424948670398354,-0.386984116631616,0.3682863638229773,18055555.555555556,19848913.04347826,26280014.124293786,0.3763299352224885
Himmat Singh,Batsman,6500000,Royal Challengers Bangalore,2019,Indian,15.687312888712007,-0.1966516602459056,0.3682863638229773,19669590.643274855,19848913.04347826,14959009.74025974,0.43767778691538206
Hrithik Shokeen,All-Rounder,2000000,Mumbai Indians,2022,Indian,14.508658238524095,-1.0517081776423227,1.381247912712276,19833904.10958904,16299065.420560747,14959009.74025974,0.162076444851182
HS Sharath,Bowler,1000000,Delhi Daredevils,2014,Indian,13.815511557963774,-1.5545523200128677,-1.319982884325854,18284883.720930234,20617647.05882353,14959009.74025974,0.0
Imran Tahir,Bowler,10000000,Chennai Super Kings,2018,Overseas,16.118095750958314,0.11586031591917634,0.030632514193211002,18284883.720930234,17787650.60240964,26280014.124293786,0.5384064736044065
Iqbal Abdullah,All-Rounder,6500000,Rajasthan Royals,2014,Indian,15.687312888712007,-0.1966516602459056,-1.319982884325854,19833904.10958904,17672500.0,14959009.74025974,0.43767778691538206
Iqbal Abdullah,All-Rounder,1000000,Royal Challengers Bangalore,2016,Indian,13.815511557963774,-1.5545523200128677,-0.6446751850663216,19833904.10958904,19848913.04347826,14959009.74025974,0.0
Irfan Pathan,All-Rounder,24000000,Sunrisers Hyderabad,2014,Indian,16.993564429978885,0.7509701843217881,-1.319982884325854,19833904.10958904,19513392.85714286,14959009.74025974,0.7431147338524569
Irfan Pathan,All-Rounder,15000000,Chennai Super Kings,2015,Indian,16.52356082573315,0.4100054709122649,-0.9823290346960878,19833904.10958904,17787650.60240964,14959009.74025974,0.633215176688291
Irfan Pathan,All-Rounder,10000000,Rising Pune Supergiant,2016,Indian,16.118095750958314,0.11586031591917634,-0.6446751850663216,19833904.10958904,11740740.74074074,14959009.74025974,0.5384064736044065
Ishan Kishan,Wicket Keeper,3500000,Gujarat Lions,2016,Indian,15.068273812173887,-0.6457343468773047,-0.6446751850663216,18055555.555555556,6833333.333333333,14959009.74025974,0.29292970463624357
Ishan Kishan,Wicket Keeper,62000000,Mumbai Indians,2018,Indian,17.9426449591384,1.4394818631774242,0.030632514193211002,18055555.555555556,16299065.420560747,14959009.74025974,0.9650354360035585
Ishan Kishan,Wicket Keeper,72000000,Mumbai Indians,2022,Indian,18.09217669086922,1.5479598484410695,1.381247912712276,18055555.555555556,16299065.420560747,14959009.74025974,1.0000000000000004
Ishan Porel,Bowler,2500000,Punjab Kings,2022,Indian,14.731801689838349,-0.8898284766373137,1.381247912712276,18284883.720930234,26921875.0,14959009.74025974,0.21425342022326488
Ishan Porel,Bowler,2000000,Kings XI Punjab,2017,Indian,14.508658238524095,-1.0517081776423227,-0.3070213354365553,18284883.720930234,21982142.85714286,14959009.74025974,0.162076444851182
Ishank Jaggi,Batsman,1000000,Kolkata Knight Riders,2017,Indian,13.815511557963774,-1.5545523200128677,-0.3070213354365553,19669590.643274855,18454439.25233645,14959009.74025974,0.0
Ishank Jaggi,Batsman,2000000,Kolkata Knight Riders,2018,Indian,14.508658238524095,-1.0517081776423227,0.030632514193211002,19669590.643274855,18454439.25233645,14959009.74025974,0.162076444851182
Ishant Sharma,Bowler,26000000,Sunrisers Hyderabad,2014,Indian,17.073607134447293,0.8090372662400037,-1.319982884325854,18284883.720930234,19513392.85714286,14959009.74025974,0.7618308834645795
Ishant Sharma,Bowler,38000000,Rising Pune Supergiant,2016,Indian,17.453096744006448,1.084338486903787,-0.6446751850663216,18284883.720930234,11740740.74074074,14959009.74025974,0.8505658200952948
Ishant Sharma,Bowler,11000000,Delhi Capitals,2019,Indian,16.213405921671733,0.18500320067314602,0.3682863638229773,18284883.720930234,19826086.95652174,14959009.74025974,0.5606925698386154
Ishwar Chandra Pandey,Bowler,15000000,Chennai Super Kings,2014,Indian,16.52356082573315,0.4100054709122649,-1.319982884325854,18284883.720930234,17787650.60240964,14959009.74025974,0.633215176688291
Ishwar Chandra Pandey,Bowler,2000000,Rising Pune Supergiant,2016,Indian,14.508658238524095,-1.0517081776423227,-0.6446751850663216,18284883.720930234,11740740.74074074,14959009.74025974,0.162076444851182
Isuru Udana,All-Rounder,5000000,Royal Challengers Bangalore,2020,Overseas,15.424948670398354,-0.386984116631616,0.7059402134527436,19833904.10958904,19848913.04347826,26280014.124293786,0.3763299352224885
J Suchith,Bowler,3000000,Sunrisers Hyderabad,2021,Indian,14.914123179965662,-0.7575631193760233,1.0435940630825098,18284883.720930234,19513392.85714286,14959009.74025974,0.2568851167581414
J Suchith,All-Rounder,1000000,Mumbai Indians,2015,Indian,13.815511557963774,-1.5545523200128677,-0.9823290346960878,19833904.10958904,16299065.420560747,14959009.74025974,0.0
Jacob Oram,All-Rounder,3750000,Mumbai Indians,2013,Overseas,15.137266664613225,-0.5956833941893224,-1.6576367339556204,19833904.10958904,16299065.420560747,26280014.124293786,0.309062099924454
Jacques Kallis,All-Rounder,55000000,Kolkata Knight Riders,2014,Overseas,17.822843761378564,1.352571931654979,-1.319982884325854,19833904.10958904,18454439.25233645,26280014.124293786,0.9370226751170301
Jagadeesha Suchith,Bowler,2000000,Sunrisers Hyderabad,2022,Indian,14.508658238524095,-1.0517081776423227,1.381247912712276,18284883.720930234,19513392.85714286,14959009.74025974,0.162076444851182
Jalaj Saxena,All-Rounder,9000000,Mumbai Indians,2014,Indian,16.012735246411598,0.03942640368332172,-1.319982884325854,19833904.10958904,16299065.420560747,14959009.74025974,0.5137703374393245
Jalaj Saxena,All-Rounder,1000000,Royal Challengers Bangalore,2015,Indian,13.815511557963774,-1.5545523200128677,-0.9823290346960878,19833904.10958904,19848913.04347826,14959009.74025974,0.0
Jalaj Saxena,All-Rounder,2000000,Delhi Capitals,2019,Indian,14.508658238524095,-1.0517081776423227,0.3682863638229773,19833904.10958904,19826086.95652174,14959009.74025974,0.162076444851182
Jalaj Saxena,All-Rounder,3000000,Punjab Kings,2021,Indian,14.914123179965662,-0.7575631193760233,1.0435940630825098,19833904.10958904,26921875.0,14959009.74025974,0.2568851167581414
James Faulkner,All-Rounder,30000000,Rajasthan Royals,2013,Overseas,17.216707972959764,0.9128499518264667,-1.6576367339556204,19833904.10958904,17672500.0,26280014.124293786,0.795291730658676
James Neesham,All-Rounder,10000000,Delhi Daredevils,2014,Overseas,16.118095750958314,0.11586031591917634,-1.319982884325854,19833904.10958904,20617647.05882353,26280014.124293786,0.5384064736044065
James Neesham,All-Rounder,5000000,Kolkata Knight Riders,2015,Overseas,15.424948670398354,-0.386984116631616,-0.9823290346960878,19833904.10958904,18454439.25233645,26280014.124293786,0.3763299352224885
James Neesham,All-Rounder,5000000,Kings XI Punjab,2020,Overseas,15.424948670398354,-0.386984116631616,0.7059402134527436,19833904.10958904,21982142.85714286,26280014.124293786,0.3763299352224885
James Neesham,All-Rounder,5000000,Mumbai Indians,2021,Overseas,15.424948670398354,-0.386984116631616,1.0435940630825098,19833904.10958904,16299065.420560747,26280014.124293786,0.3763299352224885
James Neesham,All-Rounder,15000000,Rajasthan Royals,2022,Overseas,16.52356082573315,0.4100054709122649,1.381247912712276,19833904.10958904,17672500.0,26280014.124293786,0.633215176688291
Jaskaran Singh,Bowler,1000000,Rising Pune Supergiant,2016,Indian,13.815511557963774,-1.5545523200128677,-0.6446751850663216,18284883.720930234,11740740.74074074,14959009.74025974,0.0
Jason Behrendorff,Bowler,15000000,Mumbai Indians,2018,Overseas,16.52356082573315,0.4100054709122649,0.030632514193211002,18284883.720930234,16299065.420560747,26280014.124293786,0.633215176688291
Jason Behrendorff,Bowler,7500000,Royal Challengers Bangalore,2022,Overseas,15.830413711839864,-0.09283898582023083,1.381247912712276,18284883.720930234,19848913.04347826,26280014.124293786,0.47113863051213967
Jason Holder,Bowler,1500000,Chennai Super Kings,2013,Overseas,14.220976332738882,-1.2604073826549629,-1.6576367339556204,18284883.720930234,17787650.60240964,26280014.124293786,0.09480863293583308
Jason Holder,Bowler,7500000,Sunrisers Hyderabad,2014,Overseas,15.830413711839864,-0.09283898582023083,-1.319982884325854,18284883.720930234,19513392.85714286,26280014.124293786,0.47113863051213967
Jason Holder,All-Rounder,7000000,Kolkata Knight Riders,2016,Overseas,15.76142084987672,-0.1428899454172702,-0.6446751850663216,19833904.10958904,18454439.25233645,26280014.124293786,0.4550062329970057
Jason Holder,All-Rounder,72000000,Lucknow Super Giants,2022,Overseas,18.09217669086922,1.5479598484410695,1.381247912712276,19833904.10958904,29611111.111111112,26280014.124293786,1.0000000000000004
Jason Roy,Batsman,10000000,Gujarat Lions,2017,Overseas,16.118095750958314,0.11586031591917634,-0.3070213354365553,19669590.643274855,6833333.333333333,26280014.124293786,0.5384064736044065
Jason Roy,Batsman,15000000,Delhi Daredevils,2018,Overseas,16.52356082573315,0.4100054709122649,0.030632514193211002,19669590.643274855,20617647.05882353,26280014.124293786,0.633215176688291
Jason Roy,Batsman,15000000,Delhi Capitals,2020,Overseas,16.52356082573315,0.4100054709122649,0.7059402134527436,19669590.643274855,19826086.95652174,26280014.124293786,0.633215176688291
Jason Roy,Batsman,20000000,Gujarat Titans,2022,Overseas,16.811242881518265,0.6187047847425251,1.381247912712276,19669590.643274855,23625000.0,26280014.124293786,0.7004830236776747
Jasprit Bumrah,Bowler,12000000,Mumbai Indians,2014,Indian,16.300417291085605,0.24812570945301407,-1.319982884325854,18284883.720930234,16299065.420560747,14959009.74025974,0.5810381818306305
Jatin Saxena,All-Rounder,2000000,Rajasthan Royals,2018,Indian,14.508658238524095,-1.0517081776423227,0.030632514193211002,19833904.10958904,17672500.0,14959009.74025974,0.162076444851182
Javon Searless,All-Rounder,3000000,Kolkata Knight Riders,2018,Indian,14.914123179965662,-0.7575631193760233,0.030632514193211002,19833904.10958904,18454439.25233645,14959009.74025974,0.2568851167581414
Jayant Yadav,All-Rounder,1000000,Delhi Daredevils,2014,Indian,13.815511557963774,-1.5545523200128677,-1.319982884325854,19833904.10958904,20617647.05882353,14959009.74025974,0.0
Jayant Yadav,All-Rounder,5000000,Delhi Daredevils,2018,Indian,15.424948670398354,-0.386984116631616,0.030632514193211002,19833904.10958904,20617647.05882353,14959009.74025974,0.3763299352224885
Jayant Yadav,All-Rounder,17000000,Gujarat Titans,2022,Indian,16.648723960844016,0.5008052267162681,1.381247912712276,19833904.10958904,23625000.0,14959009.74025974,0.6624817035780954
Jaydev Shah,All-Rounder,2000000,Gujarat Lions,2016,Indian,14.508658238524095,-1.0517081776423227,-0.6446751850663216,19833904.10958904,6833333.333333333,14959009.74025974,0.162076444851182
Jaydev Unadkat,Bowler,39375000,Royal Challengers Bangalore,2013,Indian,17.488641680506895,1.110124606366603,-1.6576367339556204,18284883.720930234,19848913.04347826,14959009.74025974,0.8588771878072436
Jaydev Unadkat,Bowler,28000000,Delhi Daredevils,2014,Indian,17.147715103853763,0.8627989870476326,-1.319982884325854,18284883.720930234,20617647.05882353,14959009.74025974,0.7791593314733487
Jaydev Unadkat,Bowler,11000000,Delhi Daredevils,2015,Indian,16.213405921671733,0.18500320067314602,-0.9823290346960878,18284883.720930234,20617647.05882353,14959009.74025974,0.5606925698386154
Jaydev Unadkat,Bowler,16000000,Kolkata Knight Riders,2016,Indian,16.588099342704055,0.4568250202605616,-0.6446751850663216,18284883.720930234,18454439.25233645,14959009.74025974,0.6483060278457349
Jaydev Unadkat,Bowler,3000000,Rising Pune Supergiant,2017,Indian,14.914123179965662,-0.7575631193760233,-0.3070213354365553,18284883.720930234,11740740.74074074,14959009.74025974,0.2568851167581414
Jaydev Unadkat,Bowler,72000000,Rajasthan Royals,2018,Indian,18.09217669086922,1.5479598484410695,0.030632514193211002,18284883.720930234,17672500.0,14959009.74025974,1.0000000000000004
Jaydev Unadkat,Bowler,72000000,Rajasthan Royals,2019,Indian,18.09217669086922,1.5479598484410695,0.3682863638229773,18284883.720930234,17672500.0,14959009.74025974,1.0000000000000004
Jaydev Unadkat,Bowler,30000000,Rajasthan Royals,2020,Indian,17.216707972959764,0.9128499518264667,0.7059402134527436,18284883.720930234,17672500.0,14959009.74025974,0.795291730658676
Jaydev Unadkat,Bowler,13000000,Mumbai Indians,2022,Indian,16.380459992348886,0.30619278904606645,1.381247912712276,18284883.720930234,16299065.420560747,14959009.74025974,0.5997543306933077
Jean-Paul Duminy,Batsman,22000000,Delhi Daredevils,2014,Overseas,16.906553056777135,0.6878476727939987,-1.319982884325854,19669590.643274855,20617647.05882353,26280014.124293786,0.7227691209747333
Jean-Paul Duminy,All-Rounder,10000000,Mumbai Indians,2018,Overseas,16.118095750958314,0.11586031591917634,0.030632514193211002,19833904.10958904,16299065.420560747,26280014.124293786,0.5384064736044065
Jeevan Mendis,All-Rounder,3750000,Delhi Daredevils,2013,Overseas,15.137266664613225,-0.5956833941893224,-1.6576367339556204,19833904.10958904,20617647.05882353,26280014.124293786,0.309062099924454
Jesse Ryder,All-Rounder,19500000,Delhi Daredevils,2013,Overseas,16.785925074816024,0.6003379496195466,-1.6576367339556204,19833904.10958904,20617647.05882353,26280014.124293786,0.6945630355758614
Jhye Richardson,Bowler,72000000,Punjab Kings,2021,Overseas,18.09217669086922,1.5479598484410695,1.0435940630825098,18284883.720930234,26921875.0,26280014.124293786,1.0000000000000004
Jitesh Sharma,Wicket Keeper,1000000,Mumbai Indians,2016,Indian,13.815511557963774,-1.5545523200128677,-0.6446751850663216,18055555.555555556,16299065.420560747,14959009.74025974,0.0
Jitesh Sharma,Wicket Keeper,2000000,Punjab Kings,2022,Indian,14.508658238524095,-1.0517081776423227,1.381247912712276,18055555.555555556,26921875.0,14959009.74025974,0.162076444851182
Joe Denly,Batsman,10000000,Kolkata Knight Riders,2019,Overseas,16.118095750958314,0.11586031591917634,0.3682863638229773,19669590.643274855,18454439.25233645,26280014.124293786,0.5384064736044065
Joel Paris,Bowler,3000000,Delhi Daredevils,2016,Overseas,14.914123179965662,-0.7575631193760233,-0.6446751850663216,18284883.720930234,20617647.05882353,26280014.124293786,0.2568851167581414
Jofra Archer,All-Rounder,72000000,Rajasthan Royals,2018,Overseas,18.09217669086922,1.5479598484410695,0.030632514193211002,19833904.10958904,17672500.0,26280014.124293786,1.0000000000000004
Jofra Archer,All-Rounder,72000000,Mumbai Indians,2022,Overseas,18.09217669086922,1.5479598484410695,1.381247912712276,19833904.10958904,16299065.420560747,26280014.124293786,1.0000000000000004
Johan Botha,All-Rounder,33750000,Delhi Daredevils,2013,Overseas,17.334491004912444,0.9982958023932913,-1.6576367339556204,19833904.10958904,20617647.05882353,26280014.124293786,0.8228325897842681
John Hastings,All-Rounder,5000000,Chennai Super Kings,2014,Overseas,15.424948670398354,-0.386984116631616,-1.319982884325854,19833904.10958904,17787650.60240964,26280014.124293786,0.3763299352224885
John Hastings,Bowler,13000000,Kolkata Knight Riders,2016,Overseas,16.380459992348886,0.30619278904606645,-0.6446751850663216,18284883.720930234,18454439.25233645,26280014.124293786,0.5997543306933077
Jonny Bairstow,Wicket Keeper,22000000,Sunrisers Hyderabad,2019,Overseas,16.906553056777135,0.6878476727939987,0.3682863638229773,18055555.555555556,19513392.85714286,26280014.124293786,0.7227691209747333
Jonny Bairstow,Wicket Keeper,67500000,Punjab Kings,2022,Overseas,18.02763817065757,1.501140296741772,1.381247912712276,18055555.555555556,26921875.0,26280014.124293786,0.9849091480847831
Jos Buttler,Wicket Keeper,38000000,Mumbai Indians,2016,Overseas,17.453096744006448,1.084338486903787,-0.6446751850663216,18055555.555555556,16299065.420560747,26280014.124293786,0.8505658200952948
Jos Buttler,Wicket Keeper,44000000,Rajasthan Royals,2018,Overseas,17.599700214609808,1.1906921614023789,0.030632514193211002,18055555.555555556,17672500.0,26280014.124293786,0.8848456774251026
Josh Hazlewood,Bowler,5000000,Mumbai Indians,2014,Overseas,15.424948670398354,-0.386984116631616,-1.319982884325854,18284883.720930234,16299065.420560747,26280014.124293786,0.3763299352224885
Josh Hazlewood,Bowler,20000000,Chennai Super Kings,2020,Overseas,16.811242881518265,0.6187047847425251,0.7059402134527436,18284883.720930234,17787650.60240964,26280014.124293786,0.7004830236776747
Josh Hazlewood,Bowler,72000000,Royal Challengers Bangalore,2022,Overseas,18.09217669086922,1.5479598484410695,1.381247912712276,18284883.720930234,19848913.04347826,26280014.124293786,1.0000000000000004
Joshua Philippe,Wicket Keeper,2000000,Royal Challengers Bangalore,2020,Overseas,14.508658238524095,-1.0517081776423227,0.7059402134527436,18055555.555555556,19848913.04347826,26280014.124293786,0.162076444851182
Juan Theron,Bowler,3000000,Rajasthan Royals,2015,Overseas,14.914123179965662,-0.7575631193760233,-0.9823290346960878,18284883.720930234,17672500.0,26280014.124293786,0.2568851167581414
Krishnappa Gowtham,All-Rounder,9000000,Lucknow Super Giants,2022,Indian,16.012735246411598,0.03942640368332172,1.381247912712276,19833904.10958904,29611111.111111112,14959009.74025974,0.5137703374393245
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2021,Indian,14.508658238524095,-1.0517081776423227,1.0435940630825098,19833904.10958904,17787650.60240964,14959009.74025974,0.162076444851182
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2022,Indian,14.508658238524095,-1.0517081776423227,1.381247912712276,19833904.10958904,17787650.60240964,14959009.74025974,0.162076444851182
